x: 0, y: 0Vx: 0, Vy: 0time0
x: 1.03866, y: 1.16712Vx: -0.85701, Vy: 0.392686time3.58
x: 1.03008, y: 1.17105Vx: -0.858327, Vy: 0.392686time3.59
x: 1.02149, y: 1.17497Vx: -0.859315, Vy: 0.392686time3.6
x: 1.0129, y: 1.1789Vx: -0.859315, Vy: 0.392686time3.61
x: 1.00431, y: 1.18283Vx: -0.859315, Vy: 0.392686time3.62
x: 0.995714, y: 1.18675Vx: -0.859315, Vy: 0.392686time3.63
x: 0.98712, y: 1.19068Vx: -0.859315, Vy: 0.392686time3.64
x: 0.978527, y: 1.19461Vx: -0.859315, Vy: 0.392686time3.65
x: 0.969934, y: 1.19853Vx: -0.859315, Vy: 0.392686time3.66
x: 0.961341, y: 1.20246Vx: -0.859315, Vy: 0.392686time3.67
x: 0.952748, y: 1.20639Vx: -0.859315, Vy: 0.392686time3.68
x: 0.944155, y: 1.21031Vx: -0.859315, Vy: 0.392686time3.69
x: 0.935562, y: 1.21424Vx: -0.859315, Vy: 0.392686time3.7
x: 0.926968, y: 1.21817Vx: -0.859315, Vy: 0.392686time3.71
x: 0.918375, y: 1.22209Vx: -0.859315, Vy: 0.392686time3.72
x: 0.909782, y: 1.22602Vx: -0.859315, Vy: 0.392686time3.73
x: 0.901189, y: 1.22995Vx: -0.859315, Vy: 0.392686time3.74
x: 0.892596, y: 1.23387Vx: -0.859315, Vy: 0.392686time3.75
x: 0.884003, y: 1.2378Vx: -0.859315, Vy: 0.392686time3.76
x: 0.87541, y: 1.24173Vx: -0.859315, Vy: 0.392686time3.77
x: 0.866816, y: 1.24566Vx: -0.859315, Vy: 0.392686time3.78
x: 0.858223, y: 1.24958Vx: -0.859315, Vy: 0.392686time3.79
x: 0.84963, y: 1.25351Vx: -0.859315, Vy: 0.392686time3.8
x: 0.841037, y: 1.25744Vx: -0.859315, Vy: 0.392686time3.81
x: 0.832444, y: 1.26136Vx: -0.859315, Vy: 0.392686time3.82
x: 0.823851, y: 1.26529Vx: -0.859315, Vy: 0.392686time3.83
x: 0.815258, y: 1.26922Vx: -0.859315, Vy: 0.392686time3.84
x: 0.806664, y: 1.27314Vx: -0.859315, Vy: 0.392686time3.85
x: 0.798071, y: 1.27707Vx: -0.859315, Vy: 0.392686time3.86
x: 0.789478, y: 1.281Vx: -0.859315, Vy: 0.392686time3.87
x: 0.780885, y: 1.28492Vx: -0.859315, Vy: 0.392686time3.88
x: 0.772292, y: 1.28885Vx: -0.859315, Vy: 0.392686time3.89
x: 0.763699, y: 1.29278Vx: -0.859315, Vy: 0.392686time3.9
x: 0.755106, y: 1.2967Vx: -0.859315, Vy: 0.392686time3.91
x: 0.746512, y: 1.30063Vx: -0.859315, Vy: 0.392686time3.92
x: 0.737919, y: 1.30456Vx: -0.859315, Vy: 0.392686time3.93
x: 0.729326, y: 1.30848Vx: -0.859315, Vy: 0.392686time3.94
x: 0.720733, y: 1.31241Vx: -0.859315, Vy: 0.392686time3.95
x: 0.71214, y: 1.31634Vx: -0.859315, Vy: 0.392686time3.96
x: 0.703547, y: 1.32027Vx: -0.859315, Vy: 0.392686time3.97
x: 0.694954, y: 1.32419Vx: -0.859315, Vy: 0.392686time3.98
x: 0.68636, y: 1.32812Vx: -0.859315, Vy: 0.392686time3.99
x: 0.677767, y: 1.33205Vx: -0.859315, Vy: 0.392686time4
x: 0.669174, y: 1.33597Vx: -0.859315, Vy: 0.392686time4.01
x: 0.660581, y: 1.3399Vx: -0.859315, Vy: 0.392686time4.02
x: 0.651988, y: 1.34383Vx: -0.859315, Vy: 0.392686time4.03
x: 0.643395, y: 1.34775Vx: -0.859315, Vy: 0.392686time4.04
x: 0.634802, y: 1.35168Vx: -0.859315, Vy: 0.392686time4.05
x: 0.626208, y: 1.35561Vx: -0.859315, Vy: 0.392686time4.06
x: 0.617615, y: 1.35953Vx: -0.859315, Vy: 0.392686time4.07
x: 0.609022, y: 1.36346Vx: -0.859315, Vy: 0.392686time4.08
x: 0.600429, y: 1.36739Vx: -0.859315, Vy: 0.392686time4.09
x: 0.591836, y: 1.37131Vx: -0.859315, Vy: 0.392686time4.1
x: 0.583243, y: 1.37524Vx: -0.859315, Vy: 0.392686time4.11
x: 0.57465, y: 1.37917Vx: -0.859315, Vy: 0.392686time4.12
x: 0.566056, y: 1.3831Vx: -0.859315, Vy: 0.392686time4.13
x: 0.557463, y: 1.38702Vx: -0.859315, Vy: 0.392686time4.14
x: 0.54887, y: 1.39095Vx: -0.859315, Vy: 0.392686time4.15
x: 0.540277, y: 1.39488Vx: -0.859315, Vy: 0.392686time4.16
x: 0.531684, y: 1.3988Vx: -0.859315, Vy: 0.392686time4.17
x: 0.523091, y: 1.40273Vx: -0.859315, Vy: 0.392686time4.18
x: 0.514497, y: 1.40666Vx: -0.859315, Vy: 0.392686time4.19
x: 0.505904, y: 1.41058Vx: -0.859315, Vy: 0.392686time4.2
x: 0.497311, y: 1.41451Vx: -0.859315, Vy: 0.392686time4.21
x: 0.488718, y: 1.41844Vx: -0.859315, Vy: 0.392686time4.22
x: 0.480125, y: 1.42236Vx: -0.859315, Vy: 0.392686time4.23
x: 0.471534, y: 1.42629Vx: -0.858575, Vy: 0.392686time4.24
x: 0.462955, y: 1.43022Vx: -0.857258, Vy: 0.392686time4.25
x: 0.454389, y: 1.43414Vx: -0.855942, Vy: 0.392686time4.26
x: 0.445836, y: 1.43807Vx: -0.854625, Vy: 0.392686time4.27
x: 0.437296, y: 1.442Vx: -0.853308, Vy: 0.392686time4.28
x: 0.42877, y: 1.44592Vx: -0.851992, Vy: 0.392686time4.29
x: 0.420256, y: 1.44985Vx: -0.850675, Vy: 0.392686time4.3
x: 0.411756, y: 1.45378Vx: -0.849359, Vy: 0.392686time4.31
x: 0.403274, y: 1.45771Vx: -0.846371, Vy: 0.392686time4.32
x: 0.394831, y: 1.46163Vx: -0.842229, Vy: 0.392686time4.33
x: 0.38643, y: 1.46556Vx: -0.838087, Vy: 0.392686time4.34
x: 0.378069, y: 1.46949Vx: -0.833945, Vy: 0.392686time4.35
x: 0.369751, y: 1.47341Vx: -0.829803, Vy: 0.392686time4.36
x: 0.361473, y: 1.47734Vx: -0.82566, Vy: 0.392686time4.37
x: 0.353237, y: 1.48127Vx: -0.821518, Vy: 0.392686time4.38
x: 0.345043, y: 1.48519Vx: -0.816797, Vy: 0.392686time4.39
x: 0.336914, y: 1.48912Vx: -0.809124, Vy: 0.392686time4.4
x: 0.328861, y: 1.49305Vx: -0.80145, Vy: 0.392686time4.41
x: 0.320885, y: 1.49697Vx: -0.793777, Vy: 0.392686time4.42
x: 0.312985, y: 1.5009Vx: -0.786104, Vy: 0.392686time4.43
x: 0.305163, y: 1.50483Vx: -0.778431, Vy: 0.392686time4.44
x: 0.297417, y: 1.50875Vx: -0.770757, Vy: 0.392686time4.45
x: 0.289755, y: 1.51268Vx: -0.761255, Vy: 0.392686time4.46
x: 0.282192, y: 1.51661Vx: -0.751255, Vy: 0.392686time4.47
x: 0.27473, y: 1.52054Vx: -0.741255, Vy: 0.392686time4.48
x: 0.267367, y: 1.52446Vx: -0.731255, Vy: 0.392686time4.49
x: 0.260105, y: 1.52839Vx: -0.721255, Vy: 0.392686time4.5
x: 0.252942, y: 1.53232Vx: -0.711255, Vy: 0.392686time4.51
x: 0.245879, y: 1.53624Vx: -0.701255, Vy: 0.392686time4.52
x: 0.238917, y: 1.54017Vx: -0.691255, Vy: 0.392686time4.53
x: 0.232054, y: 1.5441Vx: -0.681255, Vy: 0.392686time4.54
x: 0.225292, y: 1.54802Vx: -0.671255, Vy: 0.392686time4.55
x: 0.218629, y: 1.55195Vx: -0.661255, Vy: 0.392686time4.56
x: 0.212067, y: 1.55588Vx: -0.651255, Vy: 0.392686time4.57
x: 0.205604, y: 1.5598Vx: -0.641255, Vy: 0.392686time4.58
x: 0.199242, y: 1.56373Vx: -0.631255, Vy: 0.392686time4.59
x: 0.192979, y: 1.56766Vx: -0.621255, Vy: 0.392686time4.6
x: 0.186816, y: 1.57158Vx: -0.611255, Vy: 0.392686time4.61
x: 0.180754, y: 1.57551Vx: -0.601255, Vy: 0.392686time4.62
x: 0.174791, y: 1.57944Vx: -0.591255, Vy: 0.392686time4.63
x: 0.168929, y: 1.58336Vx: -0.581255, Vy: 0.392686time4.64
x: 0.163166, y: 1.58729Vx: -0.571255, Vy: 0.392686time4.65
x: 0.157504, y: 1.59122Vx: -0.561255, Vy: 0.392686time4.66
x: 0.151941, y: 1.59515Vx: -0.551255, Vy: 0.392686time4.67
x: 0.146479, y: 1.59907Vx: -0.541255, Vy: 0.392686time4.68
x: 0.141116, y: 1.603Vx: -0.531255, Vy: 0.392686time4.69
x: 0.135854, y: 1.60693Vx: -0.521255, Vy: 0.392686time4.7
x: 0.130691, y: 1.61085Vx: -0.511255, Vy: 0.391502time4.71
x: 0.125628, y: 1.61476Vx: -0.501255, Vy: 0.390185time4.72
x: 0.120666, y: 1.61865Vx: -0.491255, Vy: 0.388869time4.73
x: 0.115803, y: 1.62253Vx: -0.481255, Vy: 0.387552time4.74
x: 0.111041, y: 1.6264Vx: -0.471255, Vy: 0.386236time4.75
x: 0.106378, y: 1.63026Vx: -0.461255, Vy: 0.384919time4.76
x: 0.101816, y: 1.6341Vx: -0.451255, Vy: 0.383603time4.77
x: 0.0973531, y: 1.63793Vx: -0.441255, Vy: 0.382286time4.78
x: 0.0929905, y: 1.64173Vx: -0.431255, Vy: 0.378346time4.79
x: 0.088728, y: 1.6455Vx: -0.421255, Vy: 0.374204time4.8
x: 0.0845654, y: 1.64922Vx: -0.411255, Vy: 0.370062time4.81
x: 0.0805029, y: 1.6529Vx: -0.401255, Vy: 0.365919time4.82
x: 0.0765403, y: 1.65654Vx: -0.391255, Vy: 0.361777time4.83
x: 0.0726778, y: 1.66013Vx: -0.381255, Vy: 0.357635time4.84
x: 0.0689152, y: 1.66369Vx: -0.371255, Vy: 0.353493time4.85
x: 0.0652527, y: 1.6672Vx: -0.361255, Vy: 0.347581time4.86
x: 0.0616901, y: 1.67064Vx: -0.351255, Vy: 0.339908time4.87
x: 0.0582276, y: 1.674Vx: -0.341255, Vy: 0.332235time4.88
x: 0.054865, y: 1.67728Vx: -0.331255, Vy: 0.324561time4.89
x: 0.0516025, y: 1.68049Vx: -0.321255, Vy: 0.316888time4.9
x: 0.0484399, y: 1.68362Vx: -0.311255, Vy: 0.309215time4.91
x: 0.0453774, y: 1.68667Vx: -0.301255, Vy: 0.301255time4.92
x: 0.0424148, y: 1.68964Vx: -0.291255, Vy: 0.291255time4.93
x: 0.0395523, y: 1.6925Vx: -0.281255, Vy: 0.281255time4.94
x: 0.0367897, y: 1.69526Vx: -0.271255, Vy: 0.271255time4.95
x: 0.0341271, y: 1.69792Vx: -0.261255, Vy: 0.261255time4.96
x: 0.0315646, y: 1.70049Vx: -0.251255, Vy: 0.251255time4.97
x: 0.029102, y: 1.70295Vx: -0.241255, Vy: 0.241255time4.98
x: 0.0267395, y: 1.70531Vx: -0.231255, Vy: 0.231255time4.99
x: 0.0244769, y: 1.70757Vx: -0.221255, Vy: 0.221255time5
x: 0.0223144, y: 1.70974Vx: -0.211255, Vy: 0.211255time5.01
x: 0.0202518, y: 1.7118Vx: -0.201255, Vy: 0.201255time5.02
x: 0.0182893, y: 1.71376Vx: -0.191255, Vy: 0.191255time5.03
x: 0.0164267, y: 1.71562Vx: -0.181255, Vy: 0.181255time5.04
x: 0.0146642, y: 1.71739Vx: -0.171255, Vy: 0.171255time5.05
x: 0.0130016, y: 1.71905Vx: -0.161255, Vy: 0.161255time5.06
x: 0.0114391, y: 1.72061Vx: -0.151255, Vy: 0.151255time5.07
x: 0.00997652, y: 1.72207Vx: -0.141255, Vy: 0.141255time5.08
x: 0.00861397, y: 1.72344Vx: -0.131255, Vy: 0.131255time5.09
x: 0.00735142, y: 1.7247Vx: -0.121255, Vy: 0.121255time5.1
x: 0.00618886, y: 1.72586Vx: -0.111255, Vy: 0.111255time5.11
x: 0.00512631, y: 1.72692Vx: -0.101255, Vy: 0.101255time5.12
x: 0.00416376, y: 1.72789Vx: -0.0912552, Vy: 0.0912552time5.13
x: 0.00330121, y: 1.72875Vx: -0.0812552, Vy: 0.0812552time5.14
x: 0.00253865, y: 1.72951Vx: -0.0712552, Vy: 0.0712552time5.15
x: 0.0018761, y: 1.73017Vx: -0.0612552, Vy: 0.0612552time5.16
x: 0.00131355, y: 1.73074Vx: -0.0512552, Vy: 0.0512552time5.17
x: 0.000850997, y: 1.7312Vx: -0.0412552, Vy: 0.0412552time5.18
x: 0.000488445, y: 1.73156Vx: -0.0312552, Vy: 0.0312552time5.19
x: 0.000225893, y: 1.73182Vx: -0.0212552, Vy: 0.0212552time5.2
x: 6.33402e-05, y: 1.73199Vx: -0.0112552, Vy: 0.0112552time5.21
x: 7.87809e-07, y: 1.73205Vx: -0.00125524, Vy: 0.00125524time5.22
x: 3.41949e-14, y: 1.73201Vx: 0, Vy: -0.00874476time5.23
x: 3.41949e-14, y: 1.73187Vx: 0, Vy: -0.0187448time5.24
x: 3.41949e-14, y: 1.73164Vx: 0, Vy: -0.0287448time5.25
x: 3.41949e-14, y: 1.7313Vx: 0, Vy: -0.0387448time5.26
x: 3.41949e-14, y: 1.73086Vx: 0, Vy: -0.0487448time5.27
x: 3.41949e-14, y: 1.73032Vx: 0, Vy: -0.0587448time5.28
x: 3.41949e-14, y: 1.72969Vx: 0, Vy: -0.0687448time5.29
x: 3.41949e-14, y: 1.72895Vx: 0, Vy: -0.0787448time5.3
x: 3.41949e-14, y: 1.72811Vx: 0, Vy: -0.0887448time5.31
x: 3.41949e-14, y: 1.72717Vx: 0, Vy: -0.0987448time5.32
x: 3.41949e-14, y: 1.72614Vx: 0, Vy: -0.108745time5.33
x: 3.41949e-14, y: 1.725Vx: 0, Vy: -0.118745time5.34
x: 3.41949e-14, y: 1.72376Vx: 0, Vy: -0.128745time5.35
x: 3.41949e-14, y: 1.72242Vx: 0, Vy: -0.138745time5.36
x: 3.41949e-14, y: 1.72099Vx: 0, Vy: -0.148745time5.37
x: 3.41949e-14, y: 1.71945Vx: 0, Vy: -0.158745time5.38
x: 3.41949e-14, y: 1.71781Vx: 0, Vy: -0.168745time5.39
x: 3.41949e-14, y: 1.71608Vx: 0, Vy: -0.178745time5.4
x: 3.41949e-14, y: 1.71424Vx: 0, Vy: -0.188745time5.41
x: 3.41949e-14, y: 1.7123Vx: 0, Vy: -0.198745time5.42
x: 3.41949e-14, y: 1.71026Vx: 0, Vy: -0.208745time5.43
x: 3.41949e-14, y: 1.70813Vx: 0, Vy: -0.218745time5.44
x: 3.41949e-14, y: 1.70589Vx: 0, Vy: -0.228745time5.45
x: 3.41949e-14, y: 1.70355Vx: 0, Vy: -0.238745time5.46
x: 3.41949e-14, y: 1.70111Vx: 0, Vy: -0.248745time5.47
x: 3.41949e-14, y: 1.69858Vx: 0, Vy: -0.258745time5.48
x: 3.41949e-14, y: 1.69594Vx: 0, Vy: -0.268745time5.49
x: 3.41949e-14, y: 1.6932Vx: 0, Vy: -0.278745time5.5
x: 3.41949e-14, y: 1.69036Vx: 0, Vy: -0.288745time5.51
x: 3.41949e-14, y: 1.68743Vx: 0, Vy: -0.298745time5.52
x: 3.41949e-14, y: 1.68439Vx: 0, Vy: -0.308745time5.53
x: 3.41949e-14, y: 1.68125Vx: 0, Vy: -0.318745time5.54
x: 3.41949e-14, y: 1.67801Vx: 0, Vy: -0.328745time5.55
x: 3.41949e-14, y: 1.67468Vx: 0, Vy: -0.338745time5.56
x: 3.41949e-14, y: 1.67124Vx: 0, Vy: -0.348745time5.57
x: 3.41949e-14, y: 1.6677Vx: 0, Vy: -0.358745time5.58
x: 3.41949e-14, y: 1.66406Vx: 0, Vy: -0.368745time5.59
x: 3.41949e-14, y: 1.66033Vx: 0, Vy: -0.378745time5.6
x: 3.41949e-14, y: 1.65649Vx: 0, Vy: -0.388745time5.61
x: 3.41949e-14, y: 1.65255Vx: 0, Vy: -0.398745time5.62
x: 3.41949e-14, y: 1.64851Vx: 0, Vy: -0.408745time5.63
x: 3.41949e-14, y: 1.64438Vx: 0, Vy: -0.418745time5.64
x: 3.41949e-14, y: 1.64014Vx: 0, Vy: -0.428745time5.65
x: 3.41949e-14, y: 1.6358Vx: 0, Vy: -0.438745time5.66
x: 3.41949e-14, y: 1.63136Vx: 0, Vy: -0.448745time5.67
x: 3.41949e-14, y: 1.62683Vx: 0, Vy: -0.458745time5.68
x: 3.41949e-14, y: 1.62219Vx: 0, Vy: -0.468745time5.69
x: 3.41949e-14, y: 1.61745Vx: 0, Vy: -0.478745time5.7
x: 3.41949e-14, y: 1.61261Vx: 0, Vy: -0.488745time5.71
x: 3.41949e-14, y: 1.60768Vx: 0, Vy: -0.498745time5.72
x: 3.41949e-14, y: 1.60264Vx: 0, Vy: -0.508745time5.73
x: 3.41949e-14, y: 1.5975Vx: 0, Vy: -0.518745time5.74
x: 3.41949e-14, y: 1.59226Vx: 0, Vy: -0.528745time5.75
x: 3.41949e-14, y: 1.58693Vx: 0, Vy: -0.538745time5.76
x: 3.41949e-14, y: 1.58149Vx: 0, Vy: -0.548745time5.77
x: 3.41949e-14, y: 1.57595Vx: 0, Vy: -0.558745time5.78
x: 3.41949e-14, y: 1.57031Vx: 0, Vy: -0.568745time5.79
x: 3.41949e-14, y: 1.56458Vx: 0, Vy: -0.578745time5.8
x: 3.41949e-14, y: 1.55874Vx: 0, Vy: -0.588745time5.81
x: 3.41949e-14, y: 1.5528Vx: 0, Vy: -0.598745time5.82
x: 3.41949e-14, y: 1.54676Vx: 0, Vy: -0.608745time5.83
x: 3.41949e-14, y: 1.54063Vx: 0, Vy: -0.618745time5.84
x: 3.41949e-14, y: 1.53439Vx: 0, Vy: -0.628745time5.85
x: 3.41949e-14, y: 1.52805Vx: 0, Vy: -0.638745time5.86
x: 3.41949e-14, y: 1.52162Vx: 0, Vy: -0.648745time5.87
x: 3.41949e-14, y: 1.51508Vx: 0, Vy: -0.658745time5.88
x: 3.41949e-14, y: 1.50844Vx: 0, Vy: -0.668745time5.89
x: 3.41949e-14, y: 1.5017Vx: 0, Vy: -0.678745time5.9
x: 3.41949e-14, y: 1.49487Vx: 0, Vy: -0.688745time5.91
x: 3.41949e-14, y: 1.48793Vx: 0, Vy: -0.698745time5.92
x: 3.41949e-14, y: 1.48089Vx: 0, Vy: -0.708745time5.93
x: 3.41949e-14, y: 1.47375Vx: 0, Vy: -0.718745time5.94
x: 3.41949e-14, y: 1.46652Vx: 0, Vy: -0.728745time5.95
x: 3.41949e-14, y: 1.45918Vx: 0, Vy: -0.738745time5.96
x: 3.41949e-14, y: 1.45174Vx: 0, Vy: -0.748745time5.97
x: 3.41949e-14, y: 1.4442Vx: 0, Vy: -0.758745time5.98
x: 3.41949e-14, y: 1.43657Vx: 0, Vy: -0.768745time5.99
x: 3.41949e-14, y: 1.42883Vx: 0, Vy: -0.778745time6
x: 3.41949e-14, y: 1.42099Vx: 0, Vy: -0.788745time6.01
x: 3.41949e-14, y: 1.41305Vx: 0, Vy: -0.798745time6.02
x: 3.41949e-14, y: 1.40502Vx: 0, Vy: -0.808745time6.03
x: 3.41949e-14, y: 1.39688Vx: 0, Vy: -0.818745time6.04
x: 3.41949e-14, y: 1.38864Vx: 0, Vy: -0.828745time6.05
x: 3.41949e-14, y: 1.3803Vx: 0, Vy: -0.838745time6.06
x: 3.41949e-14, y: 1.37187Vx: 0, Vy: -0.848745time6.07
x: 3.41949e-14, y: 1.36333Vx: 0, Vy: -0.858745time6.08
x: 3.41949e-14, y: 1.35469Vx: 0, Vy: -0.868745time6.09
x: 3.41949e-14, y: 1.34595Vx: 0, Vy: -0.878745time6.1
x: 3.41949e-14, y: 1.33712Vx: 0, Vy: -0.888745time6.11
x: 3.41949e-14, y: 1.32818Vx: 0, Vy: -0.898745time6.12
x: 3.41949e-14, y: 1.31914Vx: 0, Vy: -0.908745time6.13
x: 3.41949e-14, y: 1.31001Vx: 0, Vy: -0.916664time6.14
x: 3.41949e-14, y: 1.30081Vx: 0, Vy: -0.924337time6.15
x: 3.41949e-14, y: 1.29153Vx: 0, Vy: -0.93201time6.16
x: 3.41949e-14, y: 1.28217Vx: 0, Vy: -0.939684time6.17
x: 3.41949e-14, y: 1.27273Vx: 0, Vy: -0.947357time6.18
x: 3.41949e-14, y: 1.26322Vx: 0, Vy: -0.95503time6.19
x: 3.41949e-14, y: 1.25364Vx: 0, Vy: -0.96088time6.2
x: 3.41949e-14, y: 1.24401Vx: 0, Vy: -0.965022time6.21
x: 3.41949e-14, y: 1.23434Vx: 0, Vy: -0.969164time6.22
x: 3.41949e-14, y: 1.22462Vx: 0, Vy: -0.973306time6.23
x: 3.41949e-14, y: 1.21487Vx: 0, Vy: -0.977449time6.24
x: 3.41949e-14, y: 1.20508Vx: 0, Vy: -0.981591time6.25
x: 3.41949e-14, y: 1.19524Vx: 0, Vy: -0.985733time6.26
x: 3.41949e-14, y: 1.18536Vx: 0, Vy: -0.989624time6.27
x: 3.41949e-14, y: 1.17546Vx: 0, Vy: -0.99094time6.28
x: 3.41949e-14, y: 1.16554Vx: 0, Vy: -0.992257time6.29
x: 3.41949e-14, y: 1.15561Vx: 0, Vy: -0.993573time6.3
x: 3.41949e-14, y: 1.14567Vx: 0, Vy: -0.99489time6.31
x: 3.41949e-14, y: 1.13571Vx: 0, Vy: -0.996206time6.32
x: 3.41949e-14, y: 1.12575Vx: 0, Vy: -0.997523time6.33
x: 3.41949e-14, y: 1.11576Vx: 0, Vy: -0.998839time6.34
x: 3.41949e-14, y: 1.10577Vx: 0, Vy: -1time6.35
x: 3.41949e-14, y: 1.09577Vx: 0, Vy: -1time6.36
x: 3.41949e-14, y: 1.08577Vx: 0, Vy: -1time6.37
x: 3.41949e-14, y: 1.07577Vx: 0, Vy: -1time6.38
x: 3.41949e-14, y: 1.06577Vx: 0, Vy: -1time6.39
x: 3.41949e-14, y: 1.05577Vx: 0, Vy: -1time6.4
x: 3.41949e-14, y: 1.04577Vx: 0, Vy: -1time6.41
x: 3.41949e-14, y: 1.03577Vx: 0, Vy: -1time6.42
x: 3.41949e-14, y: 1.02577Vx: 0, Vy: -1time6.43
x: 3.41949e-14, y: 1.01577Vx: 0, Vy: -1time6.44
x: 3.41949e-14, y: 1.00577Vx: 0, Vy: -1time6.45
x: 3.41949e-14, y: 0.99577Vx: 0, Vy: -1time6.46
x: 3.41949e-14, y: 0.98577Vx: 0, Vy: -1time6.47
x: 3.41949e-14, y: 0.97577Vx: 0, Vy: -1time6.48
x: 3.41949e-14, y: 0.96577Vx: 0, Vy: -1time6.49
x: 3.41949e-14, y: 0.95577Vx: 0, Vy: -1time6.5
x: 3.41949e-14, y: 0.94577Vx: 0, Vy: -1time6.51
x: 3.41949e-14, y: 0.93577Vx: 0, Vy: -1time6.52
x: 3.41949e-14, y: 0.92577Vx: 0, Vy: -1time6.53
x: 3.41949e-14, y: 0.91577Vx: 0, Vy: -1time6.54
x: 3.41949e-14, y: 0.90577Vx: 0, Vy: -1time6.55
x: 3.41949e-14, y: 0.89577Vx: 0, Vy: -1time6.56
x: 3.41949e-14, y: 0.88577Vx: 0, Vy: -1time6.57
x: 3.41949e-14, y: 0.87577Vx: 0, Vy: -1time6.58
x: 3.41949e-14, y: 0.86577Vx: 0, Vy: -1time6.59
x: 3.41949e-14, y: 0.85577Vx: 0, Vy: -1time6.6
x: 3.41949e-14, y: 0.84577Vx: 0, Vy: -1time6.61
x: 3.41949e-14, y: 0.83577Vx: 0, Vy: -1time6.62
x: 3.41949e-14, y: 0.82577Vx: 0, Vy: -1time6.63
x: 3.41949e-14, y: 0.81577Vx: 0, Vy: -1time6.64
x: 3.41949e-14, y: 0.80577Vx: 0, Vy: -1time6.65
x: 3.41949e-14, y: 0.79577Vx: 0, Vy: -1time6.66
x: 3.41949e-14, y: 0.78577Vx: 0, Vy: -1time6.67
x: 3.41949e-14, y: 0.77577Vx: 0, Vy: -1time6.68
x: 3.41949e-14, y: 0.76577Vx: 0, Vy: -1time6.69
x: 3.41949e-14, y: 0.75577Vx: 0, Vy: -1time6.7
x: 3.41949e-14, y: 0.74577Vx: 0, Vy: -1time6.71
x: 3.41949e-14, y: 0.73577Vx: 0, Vy: -1time6.72
x: 3.41949e-14, y: 0.72577Vx: 0, Vy: -1time6.73
x: 3.41949e-14, y: 0.71577Vx: 0, Vy: -1time6.74
x: 3.41949e-14, y: 0.70577Vx: 0, Vy: -1time6.75
x: 3.41949e-14, y: 0.69577Vx: 0, Vy: -1time6.76
x: 3.41949e-14, y: 0.68577Vx: 0, Vy: -1time6.77
x: 3.41949e-14, y: 0.67577Vx: 0, Vy: -1time6.78
x: 3.41949e-14, y: 0.66577Vx: 0, Vy: -1time6.79
x: 3.41949e-14, y: 0.65577Vx: 0, Vy: -1time6.8
x: 3.41949e-14, y: 0.64577Vx: 0, Vy: -1time6.81
x: 3.41949e-14, y: 0.63577Vx: 0, Vy: -1time6.82
x: 3.41949e-14, y: 0.62577Vx: 0, Vy: -1time6.83
x: 3.41949e-14, y: 0.615775Vx: 0, Vy: -0.998772time6.84
x: 3.41949e-14, y: 0.605794Vx: 0, Vy: -0.997456time6.85
x: 3.41949e-14, y: 0.595826Vx: 0, Vy: -0.996139time6.86
x: 3.41949e-14, y: 0.585871Vx: 0, Vy: -0.994822time6.87
x: 3.41949e-14, y: 0.57593Vx: 0, Vy: -0.993506time6.88
x: 3.41949e-14, y: 0.566001Vx: 0, Vy: -0.992189time6.89
x: 3.41949e-14, y: 0.556086Vx: 0, Vy: -0.990873time6.9
x: 3.41949e-14, y: 0.546184Vx: 0, Vy: -0.989556time6.91
x: 3.41949e-14, y: 0.536308Vx: 0, Vy: -0.985521time6.92
x: 3.41949e-14, y: 0.526473Vx: 0, Vy: -0.981379time6.93
x: 3.41949e-14, y: 0.51668Vx: 0, Vy: -0.977237time6.94
x: 3.41949e-14, y: 0.506929Vx: 0, Vy: -0.973095time6.95
x: 3.41949e-14, y: 0.497218Vx: 0, Vy: -0.968953time6.96
x: 3.41949e-14, y: 0.48755Vx: 0, Vy: -0.964811time6.97
x: 3.41949e-14, y: 0.477922Vx: 0, Vy: -0.960668time6.98
x: 3.41949e-14, y: 0.468341Vx: 0, Vy: -0.954638time6.99
x: 3.41949e-14, y: 0.458833Vx: 0, Vy: -0.946965time7
x: 3.41949e-14, y: 0.449402Vx: 0, Vy: -0.939292time7.01
x: 3.41949e-14, y: 0.440047Vx: 0, Vy: -0.931618time7.02
x: 3.41949e-14, y: 0.43077Vx: 0, Vy: -0.923945time7.03
x: 3.41949e-14, y: 0.421569Vx: 0, Vy: -0.916272time7.04
x: 3.41949e-14, y: 0.412445Vx: 0, Vy: -0.908234time7.05
x: 3.41949e-14, y: 0.403412Vx: 0, Vy: -0.898234time7.06
x: 3.41949e-14, y: 0.39448Vx: 0, Vy: -0.888234time7.07
x: 3.41949e-14, y: 0.385648Vx: 0, Vy: -0.878234time7.08
x: 3.41949e-14, y: 0.376915Vx: 0, Vy: -0.868234time7.09
x: 3.41949e-14, y: 0.368283Vx: 0, Vy: -0.858234time7.1
x: 3.41949e-14, y: 0.35975Vx: 0, Vy: -0.848234time7.11
x: 3.41949e-14, y: 0.351318Vx: 0, Vy: -0.838234time7.12
x: 3.41949e-14, y: 0.342986Vx: 0, Vy: -0.828234time7.13
x: 3.41949e-14, y: 0.334753Vx: 0, Vy: -0.818234time7.14
x: 3.41949e-14, y: 0.326621Vx: 0, Vy: -0.808234time7.15
x: 3.41949e-14, y: 0.318589Vx: 0, Vy: -0.798234time7.16
x: 3.41949e-14, y: 0.310656Vx: 0, Vy: -0.788234time7.17
